WellID,Stage,model,mean_Do_x,mean_Do_y,mean_Do_z,sd_Do_x,sd_Do_y,sd_Do_z,hdi_3%_Do_x,hdi_3%_Do_y,hdi_3%_Do_z,hdi_97%_Do_x,hdi_97%_Do_y,hdi_97%_Do_z
3,54,linear,9.43,0.219,10.237,0.068,0.008,0.087,9.303,0.204,10.072,9.558,0.234,10.4
3,54,nonlinear,2.681,0.219,2.778,0.402,0.009,0.418,1.911,0.202,1.979,3.313,0.234,3.443
3,55,linear,6.368,0.372,7.749,0.06,0.01,0.095,6.257,0.355,7.571,6.485,0.392,7.945
3,55,nonlinear,2.565,0.372,3.282,0.451,0.01,0.576,1.735,0.353,2.225,3.335,0.391,4.271
3,56,linear,7.743,0.411,9.167,0.051,0.012,0.056,7.651,0.387,9.064,7.837,0.433,9.276
3,57,linear,16.364,1.302,10.412,0.442,0.027,0.119,15.529,1.257,10.168,17.031,1.353,10.608
3,58,linear,8.55,0.528,3.814,0.053,0.008,0.028,8.444,0.514,3.76,8.643,0.541,3.864
3,59,linear,5.141,0.375,2.017,0.035,0.004,0.01,5.079,0.367,1.998,5.203,0.382,2.035
3,60,linear,12.261,1.187,4.593,0.252,0.058,0.094,11.895,1.086,4.441,12.734,1.284,4.78
3,60,nonlinear,5.673,1.188,1.872,0.936,0.061,0.31,3.873,1.092,1.245,7.23,1.295,2.364
3,61,linear,30.172,3.659,4.019,0.933,0.173,0.113,28.784,3.35,3.829,31.841,3.92,4.216
3,61,nonlinear,7.454,3.659,1.602,1.598,0.17,0.344,4.085,3.35,0.867,9.882,3.909,2.115
3,62,linear,17.949,1.842,5.295,1.154,0.12,0.091,16.678,1.673,5.119,20.142,2.076,5.444
3,62,nonlinear,5.488,1.842,1.819,0.755,0.12,0.256,4.006,1.658,1.323,6.669,2.062,2.248
3,63,linear,7.1,0.651,4.287,0.058,0.012,0.097,6.991,0.627,4.091,7.211,0.671,4.473
3,63,nonlinear,3.164,0.652,0.969,0.336,0.012,0.103,2.561,0.626,0.782,3.698,0.672,1.133
3,64,linear,12.134,1.226,2.306,0.127,0.041,0.051,11.874,1.138,2.205,12.378,1.302,2.405
3,64,nonlinear,5.785,1.227,1.111,0.838,0.04,0.162,4.208,1.15,0.803,7.122,1.304,1.375
3,65,linear,8.833,1.06,1.878,0.088,0.026,0.051,8.645,1.012,1.771,9.0,1.104,1.972
3,65,nonlinear,4.471,1.059,0.667,0.505,0.025,0.076,3.528,1.013,0.526,5.319,1.102,0.796
3,66,linear,8.375,0.32,1.46,0.078,0.013,0.03,8.211,0.293,1.399,8.494,0.339,1.511
3,66,nonlinear,1.22,0.32,0.25,0.113,0.013,0.023,1.013,0.293,0.207,1.414,0.34,0.286
3,67,linear,10.317,0.408,1.618,0.119,0.024,0.049,10.088,0.37,1.52,10.561,0.457,1.713
3,68,linear,9.832,0.159,2.047,0.087,0.014,0.055,9.683,0.135,1.938,9.992,0.187,2.154
3,69,linear,5.756,0.365,1.226,0.073,0.03,0.031,5.625,0.321,1.176,5.903,0.424,1.295
3,70,linear,10.009,0.129,2.299,0.161,0.01,0.083,9.726,0.11,2.165,10.328,0.146,2.474
3,70,nonlinear,5.234,0.129,0.89,0.624,0.009,0.107,4.12,0.113,0.692,6.285,0.148,1.068
3,71,linear,9.877,0.569,1.681,1.19,0.05,0.177,8.517,0.5,1.412,12.233,0.666,1.986
3,71,nonlinear,3.692,0.57,0.741,0.534,0.053,0.117,2.719,0.497,0.509,4.734,0.685,0.948
3,72,linear,17.446,0.301,3.065,0.194,0.054,0.164,17.111,0.232,2.845,17.848,0.412,3.365
3,72,nonlinear,8.951,0.301,1.608,2.374,0.058,0.428,3.875,0.231,0.743,12.676,0.43,2.321
3,73,linear,10.378,0.321,1.408,0.319,0.018,0.052,9.943,0.285,1.295,11.027,0.349,1.483
3,73,nonlinear,2.092,0.32,0.613,0.27,0.019,0.134,1.572,0.283,0.382,2.561,0.348,0.858
3,74,linear,21.615,0.905,2.304,0.217,0.056,0.08,21.222,0.825,2.161,22.079,1.02,2.474
3,74,nonlinear,1.1,0.904,0.326,0.188,0.057,0.059,0.781,0.821,0.216,1.452,1.018,0.434
3,75,linear,12.116,0.454,0.841,0.123,0.015,0.024,11.85,0.428,0.795,12.326,0.481,0.888
3,75,nonlinear,0.014,0.454,0.042,0.002,0.014,0.005,0.011,0.431,0.033,0.018,0.484,0.051
3,76,linear,13.24,0.455,1.683,0.687,0.191,0.341,12.472,0.257,1.331,14.517,0.806,2.281
3,76,nonlinear,7.646,0.45,0.856,1.244,0.194,0.149,5.208,0.254,0.55,9.605,0.806,1.113
3,77,linear,18.147,0.841,4.861,0.223,0.051,0.144,17.785,0.762,4.553,18.586,0.944,5.137
3,77,nonlinear,5.609,0.843,1.473,0.952,0.05,0.255,3.768,0.773,0.976,7.126,0.955,1.891
3,78,linear,0.573,0.187,0.055,0.037,0.019,0.006,0.491,0.151,0.046,0.63,0.224,0.066
3,78,nonlinear,0.2,0.187,0.03,0.023,0.018,0.005,0.158,0.152,0.021,0.241,0.219,0.038
3,79,linear,10.867,1.034,1.401,0.505,0.146,0.243,10.311,0.849,1.142,11.832,1.345,1.866
3,79,nonlinear,0.66,1.022,0.099,0.068,0.137,0.012,0.53,0.855,0.074,0.77,1.316,0.12
3,80,linear,0.076,0.467,0.169,0.025,0.011,0.032,0.047,0.448,0.109,0.121,0.488,0.215
3,80,nonlinear,0.014,0.467,0.035,0.003,0.011,0.004,0.009,0.447,0.027,0.019,0.486,0.042
3,81,linear,13.852,1.08,2.407,0.245,0.033,0.048,13.511,1.027,2.32,14.339,1.142,2.5
3,81,nonlinear,0.386,1.08,0.161,0.049,0.032,0.016,0.295,1.029,0.129,0.483,1.141,0.19
3,82,linear,3.106,0.569,0.332,0.065,0.01,0.011,2.985,0.551,0.311,3.2,0.589,0.351
3,82,nonlinear,0.092,0.569,0.036,0.011,0.01,0.004,0.072,0.551,0.029,0.11,0.588,0.043
3,84,linear,7.353,0.697,2.459,0.103,0.027,0.113,7.135,0.64,2.232,7.521,0.736,2.622
3,84,nonlinear,2.54,0.698,0.761,0.248,0.026,0.075,2.077,0.647,0.612,2.956,0.736,0.888
3,85,linear,7.223,0.576,3.316,0.355,0.016,0.086,6.737,0.542,3.175,7.949,0.601,3.459
3,85,nonlinear,1.546,0.576,1.087,0.185,0.016,0.13,1.189,0.542,0.834,1.849,0.6,1.297
3,86,linear,7.958,0.796,7.204,0.238,0.047,0.148,7.492,0.718,6.928,8.308,0.878,7.452
3,86,nonlinear,0.233,0.798,0.05,0.023,0.046,0.006,0.188,0.719,0.039,0.272,0.874,0.06
3,87,linear,3.488,0.365,1.706,0.057,0.01,0.022,3.394,0.347,1.664,3.596,0.385,1.75
3,87,nonlinear,0.126,0.365,0.046,0.011,0.01,0.004,0.105,0.347,0.037,0.144,0.387,0.054
3,88,linear,5.778,0.784,5.047,0.107,0.049,0.074,5.581,0.705,4.926,5.963,0.871,5.179
3,88,nonlinear,1.613,0.785,1.263,0.18,0.049,0.141,1.297,0.706,1.01,1.889,0.873,1.481
3,89,linear,15.783,1.129,4.361,0.646,0.059,0.512,14.919,1.043,3.793,17.067,1.245,5.361
3,89,nonlinear,2.16,1.127,0.951,0.254,0.053,0.108,1.684,1.041,0.743,2.594,1.237,1.12
3,90,linear,5.037,1.602,2.624,0.037,0.061,0.041,4.963,1.486,2.564,5.105,1.7,2.703
3,90,nonlinear,1.562,1.602,1.179,0.173,0.061,0.133,1.22,1.484,0.918,1.83,1.696,1.389
3,92,linear,5.775,1.011,3.869,0.102,0.041,0.089,5.577,0.944,3.704,5.963,1.097,4.052
3,92,nonlinear,2.048,1.011,1.364,0.229,0.041,0.149,1.599,0.94,1.085,2.419,1.09,1.603
3,93,linear,18.301,4.827,6.261,0.531,0.143,0.25,17.556,4.602,5.848,19.328,5.098,6.666
3,93,nonlinear,4.179,4.825,2.511,0.684,0.144,0.413,2.962,4.611,1.742,5.353,5.113,3.201
3,94,linear,9.933,2.149,7.669,0.246,0.031,0.328,9.596,2.091,7.184,10.414,2.208,8.333
3,94,nonlinear,1.941,2.148,1.306,0.221,0.031,0.147,1.53,2.092,1.014,2.313,2.213,1.54
3,95,linear,5.783,1.626,3.128,0.144,0.05,0.105,5.522,1.524,2.941,6.082,1.729,3.349
3,95,nonlinear,1.268,1.627,1.619,0.152,0.05,0.195,0.966,1.522,1.233,1.509,1.717,1.94
3,96,linear,20.049,8.125,4.692,0.691,0.538,0.194,18.718,7.019,4.32,21.432,8.798,5.012
3,96,nonlinear,6.451,8.133,1.337,1.157,0.499,0.24,4.253,7.129,0.903,8.318,8.817,1.743
3,97,linear,3.715,1.206,1.788,0.129,0.187,0.156,3.469,0.832,1.607,3.913,1.469,2.059
3,97,nonlinear,0.681,1.208,1.012,0.066,0.19,0.098,0.552,0.852,0.84,0.785,1.479,1.18
3,98,linear,6.14,1.394,6.275,0.104,0.05,0.24,5.942,1.286,5.945,6.341,1.483,6.764
3,98,nonlinear,2.601,1.394,3.187,0.42,0.054,0.517,1.84,1.272,2.21,3.306,1.48,4.056
3,99,linear,5.817,2.149,5.434,0.137,0.076,0.124,5.543,1.994,5.18,6.017,2.283,5.642
3,99,nonlinear,1.567,2.152,2.866,0.18,0.071,0.331,1.219,1.997,2.234,1.849,2.266,3.384
3,100,linear,3.107,1.759,4.595,0.074,0.043,0.096,2.969,1.69,4.396,3.245,1.836,4.777
3,100,nonlinear,0.803,1.758,1.41,0.107,0.042,0.184,0.597,1.691,1.081,0.96,1.83,1.687
3,101,linear,6.646,1.496,8.263,0.144,0.024,0.22,6.347,1.452,7.82,6.912,1.542,8.563
3,101,nonlinear,1.869,1.496,1.376,0.203,0.023,0.15,1.484,1.455,1.105,2.185,1.54,1.619
3,102,linear,6.864,1.626,3.619,0.127,0.046,0.04,6.63,1.541,3.55,7.121,1.706,3.698
3,102,nonlinear,1.673,1.626,1.599,0.193,0.046,0.182,1.308,1.541,1.243,1.986,1.711,1.886
3,103,linear,8.285,1.426,7.652,0.283,0.047,0.177,7.917,1.353,7.337,8.869,1.509,7.994
3,103,nonlinear,2.604,1.427,2.049,0.356,0.046,0.28,1.881,1.354,1.512,3.136,1.507,2.496
3,104,linear,5.877,2.129,6.254,0.079,0.1,0.077,5.73,1.967,6.106,6.004,2.291,6.392
3,104,nonlinear,1.086,2.139,1.353,0.132,0.099,0.165,0.84,1.969,1.032,1.289,2.288,1.618
3,105,linear,6.484,1.147,3.615,0.528,0.056,0.091,5.572,1.061,3.476,7.291,1.266,3.81
3,105,nonlinear,0.389,1.15,0.029,0.035,0.057,0.003,0.326,1.058,0.023,0.453,1.265,0.035
3,106,linear,8.016,1.545,4.192,0.098,0.046,0.086,7.833,1.455,4.033,8.215,1.639,4.365
3,106,nonlinear,0.909,1.545,2.015,0.114,0.045,0.246,0.674,1.463,1.528,1.094,1.634,2.399
3,107,linear,7.589,0.945,3.56,0.136,0.089,0.084,7.308,0.816,3.375,7.843,1.104,3.689
3,107,nonlinear,0.362,0.943,0.227,0.034,0.087,0.054,0.297,0.816,0.151,0.422,1.101,0.336
3,108,linear,20.641,1.917,10.333,0.381,0.074,0.742,19.934,1.782,8.955,21.232,2.047,11.424
3,108,nonlinear,3.901,1.914,1.892,0.609,0.075,0.299,2.722,1.773,1.29,4.886,2.047,2.367
3,109,linear,8.532,2.526,8.8,1.216,0.122,0.178,7.121,2.374,8.468,10.816,2.768,9.183
3,109,nonlinear,0.229,2.516,1.123,0.027,0.11,0.124,0.172,2.386,0.901,0.273,2.749,1.331
3,110,linear,16.698,1.764,6.41,0.542,0.038,0.109,15.979,1.686,6.237,17.834,1.825,6.628
3,110,nonlinear,0.468,1.762,1.057,0.057,0.038,0.114,0.351,1.689,0.834,0.576,1.825,1.25
3,111,linear,7.151,2.658,3.22,0.155,0.05,0.039,6.836,2.555,3.15,7.38,2.735,3.301
3,111,nonlinear,0.051,2.657,0.16,0.005,0.049,0.018,0.042,2.561,0.126,0.059,2.733,0.196
3,112,linear,3.823,1.424,1.678,0.024,0.042,0.037,3.777,1.341,1.611,3.868,1.497,1.748
3,112,nonlinear,1.034,1.427,0.758,0.114,0.042,0.085,0.807,1.348,0.584,1.222,1.505,0.896
3,113,linear,15.448,3.883,14.884,0.288,0.1,0.426,14.911,3.67,13.961,16.054,4.042,15.577
3,113,nonlinear,0.204,3.879,0.112,0.03,0.101,0.015,0.148,3.683,0.08,0.255,4.049,0.137
3,114,linear,4.539,2.695,1.641,0.114,0.022,0.017,4.314,2.652,1.609,4.7,2.74,1.675
3,114,nonlinear,0.216,2.695,0.179,0.021,0.022,0.025,0.174,2.653,0.133,0.251,2.74,0.221
3,115,linear,2.214,0.316,1.123,0.018,0.01,0.036,2.183,0.296,1.064,2.25,0.336,1.201
3,115,nonlinear,1.773,0.315,0.83,0.19,0.011,0.089,1.441,0.292,0.664,2.087,0.332,0.973
3,116,linear,0.051,0.081,4.006,0.009,0.012,0.102,0.039,0.061,3.79,0.067,0.103,4.177
3,116,nonlinear,0.034,0.081,0.667,0.004,0.011,0.062,0.027,0.063,0.555,0.043,0.101,0.774
3,117,linear,0.926,0.82,0.579,0.059,0.022,0.024,0.848,0.784,0.53,1.036,0.864,0.624
3,117,nonlinear,0.377,0.819,0.212,0.036,0.022,0.022,0.302,0.781,0.17,0.435,0.863,0.252
3,118,linear,2.412,0.442,0.9,0.059,0.018,0.043,2.332,0.414,0.846,2.531,0.483,0.978
3,118,nonlinear,0.836,0.442,0.455,0.08,0.018,0.044,0.675,0.411,0.375,0.971,0.48,0.531
3,119,linear,0.248,0.198,0.518,0.005,0.011,0.01,0.24,0.181,0.498,0.257,0.219,0.535
3,119,nonlinear,0.073,0.198,0.183,0.006,0.01,0.016,0.062,0.181,0.154,0.084,0.218,0.208
3,120,linear,3.74,0.134,2.918,0.091,0.014,0.084,3.574,0.11,2.795,3.926,0.161,3.094
3,120,nonlinear,0.29,0.134,0.771,0.031,0.014,0.081,0.228,0.108,0.616,0.339,0.161,0.899
3,121,linear,1.375,0.077,2.953,0.119,0.022,0.084,1.128,0.051,2.83,1.532,0.12,3.123
3,121,nonlinear,0.385,0.074,0.91,0.034,0.019,0.083,0.316,0.05,0.76,0.441,0.109,1.055
3,122,linear,1.446,1.27,1.407,0.029,0.073,0.017,1.384,1.151,1.374,1.494,1.424,1.439
3,122,nonlinear,0.528,1.271,1.132,0.057,0.073,0.121,0.425,1.158,0.906,0.624,1.43,1.319
3,123,linear,1.144,0.396,5.248,0.054,0.047,0.098,1.055,0.301,5.064,1.251,0.458,5.449
3,123,nonlinear,0.255,0.397,1.008,0.03,0.048,0.105,0.196,0.306,0.817,0.306,0.464,1.179
3,124,linear,4.22,1.499,3.637,0.438,0.099,0.182,3.605,1.298,3.411,5.031,1.624,3.989
3,124,nonlinear,0.439,1.509,1.007,0.049,0.086,0.109,0.349,1.337,0.8,0.528,1.619,1.203
3,125,linear,0.123,0.086,0.809,0.005,0.003,0.015,0.114,0.081,0.782,0.133,0.092,0.841
3,125,nonlinear,0.028,0.086,0.194,0.003,0.003,0.016,0.023,0.081,0.161,0.033,0.092,0.221
2,1,linear,1.323,0.086,1.241,0.02,0.004,0.012,1.282,0.078,1.22,1.355,0.093,1.264
2,1,nonlinear,0.589,0.086,0.802,0.062,0.004,0.084,0.466,0.077,0.635,0.687,0.093,0.931
2,2,linear,1.495,0.67,1.196,0.053,0.006,0.082,1.396,0.659,1.069,1.6,0.681,1.334
2,2,nonlinear,0.82,0.67,0.474,0.081,0.006,0.046,0.663,0.659,0.384,0.955,0.681,0.548
2,3,linear,3.091,0.431,1.461,0.024,0.009,0.032,3.043,0.413,1.414,3.135,0.445,1.518
2,3,nonlinear,1.011,0.43,0.468,0.095,0.009,0.044,0.828,0.413,0.384,1.163,0.446,0.54
2,4,linear,9.811,0.43,5.571,0.083,0.006,0.068,9.671,0.418,5.444,9.978,0.442,5.698
2,4,nonlinear,3.169,0.43,1.926,0.425,0.007,0.258,2.363,0.418,1.43,3.845,0.443,2.327
2,5,linear,1.728,0.161,0.649,0.008,0.003,0.006,1.711,0.156,0.638,1.742,0.167,0.659
2,5,nonlinear,1.133,0.161,0.417,0.118,0.003,0.044,0.909,0.156,0.334,1.311,0.167,0.483
2,6,linear,6.61,0.255,3.724,0.06,0.008,0.021,6.508,0.241,3.689,6.726,0.268,3.767
2,6,nonlinear,1.581,0.254,0.843,0.155,0.007,0.083,1.289,0.241,0.686,1.828,0.267,0.974
2,7,linear,2.76,1.678,1.513,0.035,0.012,0.021,2.694,1.657,1.472,2.825,1.701,1.553
2,7,nonlinear,0.995,1.678,0.462,0.094,0.012,0.044,0.815,1.659,0.377,1.145,1.704,0.531
2,8,linear,5.424,0.438,2.109,0.049,0.011,0.022,5.328,0.418,2.072,5.506,0.459,2.152
2,8,nonlinear,0.66,0.438,0.876,0.074,0.011,0.099,0.52,0.418,0.686,0.776,0.457,1.024
2,9,linear,2.559,0.3,2.851,0.015,0.007,0.018,2.533,0.287,2.815,2.591,0.312,2.883
2,9,nonlinear,1.009,0.3,1.216,0.104,0.007,0.126,0.821,0.287,0.989,1.174,0.312,1.413
2,10,linear,7.604,0.583,3.849,0.068,0.012,0.036,7.485,0.559,3.784,7.73,0.605,3.915
2,10,nonlinear,2.644,0.583,1.339,0.338,0.012,0.171,2.025,0.561,1.021,3.176,0.606,1.603
2,11,linear,1.074,0.457,0.35,0.039,0.021,0.034,1.01,0.421,0.297,1.149,0.493,0.423
2,11,nonlinear,0.507,0.458,0.044,0.053,0.02,0.006,0.408,0.422,0.034,0.602,0.494,0.055
2,12,linear,1.735,2.204,0.711,0.053,0.076,0.016,1.639,2.057,0.686,1.843,2.31,0.744
2,12,nonlinear,0.491,2.204,0.057,0.046,0.073,0.006,0.402,2.057,0.046,0.565,2.309,0.068
2,13,linear,2.843,4.48,2.867,0.05,0.034,0.123,2.758,4.41,2.691,2.946,4.541,3.095
2,13,nonlinear,0.573,4.479,0.184,0.057,0.034,0.019,0.472,4.412,0.15,0.662,4.544,0.215
2,14,linear,2.023,2.83,1.712,0.019,0.022,0.023,1.986,2.784,1.663,2.056,2.871,1.749
2,14,nonlinear,0.333,2.83,0.79,0.033,0.022,0.077,0.273,2.784,0.646,0.385,2.87,0.91
2,15,linear,1.809,2.591,2.784,0.027,0.045,0.014,1.763,2.512,2.757,1.866,2.667,2.811
2,15,nonlinear,1.119,2.591,1.442,0.14,0.044,0.181,0.881,2.51,1.138,1.316,2.663,1.698
2,16,linear,2.889,0.843,1.729,0.016,0.006,0.01,2.86,0.832,1.709,2.92,0.854,1.748
2,16,nonlinear,1.681,0.843,0.92,0.171,0.006,0.093,1.368,0.833,0.746,1.95,0.854,1.067
2,17,linear,9.614,1.811,6.686,0.239,0.041,0.043,9.243,1.729,6.601,10.013,1.881,6.77
2,17,nonlinear,1.948,1.811,1.299,0.227,0.042,0.151,1.519,1.727,1.012,2.304,1.883,1.533
2,18,linear,16.89,0.829,5.549,0.566,0.02,0.063,15.907,0.791,5.428,17.761,0.865,5.659
2,18,nonlinear,5.201,0.828,2.512,0.931,0.021,0.45,3.496,0.787,1.681,6.746,0.865,3.251
2,19,linear,5.758,1.756,4.193,0.133,0.056,0.097,5.566,1.672,4.038,6.053,1.877,4.367
2,19,nonlinear,1.899,1.754,1.611,0.223,0.054,0.19,1.489,1.671,1.256,2.26,1.872,1.918
2,20,linear,4.845,0.565,1.702,0.032,0.004,0.015,4.79,0.558,1.674,4.914,0.573,1.733
2,20,nonlinear,2.039,0.565,0.848,0.219,0.004,0.091,1.622,0.558,0.675,2.374,0.573,0.988
2,21,linear,13.38,1.869,4.396,0.083,0.104,0.083,13.221,1.662,4.244,13.537,2.017,4.574
2,21,nonlinear,3.448,1.871,1.689,0.474,0.103,0.232,2.525,1.659,1.223,4.193,2.015,2.04
